from_city,to_city,distance_km,flights_per_day,flight_time_hr
City_03444,City_05036,643.9,3,0.9
City_03444,City_01504,2111.3,6,2.8
City_03444,City_05976,2342.1,1,3.04
City_03444,City_03344,1371.9,3,2.02
City_03444,City_04713,2905.9,2,4.06
City_09923,City_09752,430.3,2,0.62
City_09923,City_04462,995.6,4,1.39
City_09923,City_08291,2693.9,4,3.65
City_09923,City_01734,848.4,3,1.23
City_09923,City_02701,2715.4,3,3.85
City_09923,City_01216,1516.4,5,2.06
City_09923,City_04530,1597.2,4,2.4
City_07657,City_00553,1814.4,3,2.49
City_07657,City_04100,2563.3,5,3.48
City_07657,City_01209,3304.1,3,4.34
City_07657,City_04411,2586.4,2,3.54
City_07657,City_01200,2675.8,5,4.11
City_07657,City_02525,2622.1,1,3.68
City_07657,City_03085,1801.3,5,2.56
City_07657,City_07399,3197.8,3,4.73
City_07196,City_07620,475.2,1,0.67
City_07196,City_04626,732.6,1,1.01
City_07196,City_07211,2432.6,1,3.41
City_07196,City_02545,2356.7,4,3.21
City_07196,City_05749,937.6,5,1.33
City_07196,City_02829,1035.7,6,1.51
City_07196,City_05374,2663.9,6,3.58
City_07196,City_00293,1586.3,3,2.13
City_03529,City_03978,2436.4,6,3.52
City_03529,City_00698,2528.7,6,3.53
City_03529,City_01739,936.0,6,1.36
City_03529,City_05302,842.7,2,1.28
City_03529,City_03513,2263.5,3,3.17
City_03529,City_02160,2496.8,5,3.61
City_03529,City_01756,2232.0,1,2.88
City_03529,City_00132,3822.2,6,5.6
City_01276,City_03083,259.1,5,0.35
City_01276,City_09876,283.9,6,0.38
City_01276,City_07167,277.5,6,0.41
City_01276,City_09752,984.9,3,1.34
City_01276,City_08866,1841.5,4,2.52
City_01276,City_09851,1059.3,1,1.59
City_01276,City_00582,1003.8,3,1.33
City_01276,City_08353,1709.9,5,2.48
City_06217,City_04169,2785.7,3,3.65
City_06217,City_06041,3228.0,2,4.64
City_06217,City_01859,2641.8,4,3.97
City_06217,City_07941,1296.3,5,1.71
City_06217,City_08596,2139.8,3,2.8
City_06217,City_04151,2476.2,1,3.74
City_06217,City_08755,1066.5,5,1.44
City_06217,City_08866,2223.0,3,2.89
City_00991,City_07363,610.8,5,0.81
City_00991,City_04658,1511.7,6,2.07
City_00991,City_08226,924.2,2,1.35
City_00991,City_05466,853.2,2,1.2
City_00991,City_04840,1589.5,2,2.31
City_00991,City_05434,528.4,1,0.81
City_00991,City_07689,1282.4,2,1.79
City_00991,City_04592,1174.6,2,1.68
City_09770,City_07895,539.7,4,0.73
City_09770,City_04305,1510.2,2,2.3
City_09770,City_05035,2625.9,2,3.39
City_09770,City_08969,1727.5,4,2.23
City_09770,City_08885,1367.7,1,1.91
City_09770,City_08812,2277.4,4,2.98
City_09770,City_00712,1905.0,1,2.79
City_09770,City_01027,2020.5,4,2.85
City_04386,City_00810,1031.2,1,1.41
City_04386,City_08373,1526.1,1,2.26
City_04386,City_04877,727.8,1,1.1
City_04386,City_08943,1000.2,5,1.51
City_04386,City_09019,2001.1,2,2.73
City_04386,City_06002,2691.4,4,4.1
City_04386,City_03643,2301.2,4,2.97
City_04386,City_07399,2937.6,5,3.96
City_03173,City_02261,2145.6,2,3.22
City_03173,City_02184,2031.7,6,3.12
City_03173,City_00361,2361.6,2,3.17
City_03173,City_00072,1613.0,2,2.29
City_03173,City_01738,2313.6,6,3.42
City_03173,City_08691,1868.8,4,2.74
City_03173,City_04383,1710.2,2,2.44
City_03173,City_05700,2668.8,5,3.89
City_04791,City_04058,455.2,4,0.61
City_04791,City_01056,241.8,1,0.35
City_04791,City_04241,1727.3,6,2.54
City_04791,City_07401,1768.3,1,2.39
City_04791,City_01437,2481.2,6,3.69
City_04791,City_04872,708.6,5,1.04
City_04791,City_05519,1717.1,3,2.28
City_04791,City_04587,2927.5,6,4.33
City_07953,City_06261,2090.6,3,3.14
City_07953,City_09006,1285.3,4,1.89
City_07953,City_05492,914.4,1,1.3
City_07953,City_02368,1622.8,2,2.24
City_07953,City_03303,1693.5,1,2.26
City_07953,City_03943,926.4,1,1.29
City_07953,City_06590,1334.9,1,1.8
City_07953,City_02829,1264.2,3,1.74
City_03063,City_04462,2078.9,6,2.75
City_03063,City_06942,276.6,2,0.39
City_03063,City_04592,571.2,1,0.78
City_03063,City_09861,3621.1,4,4.66
City_03063,City_05749,2568.8,1,3.51
City_03063,City_08547,1208.5,1,1.61
City_03063,City_05302,2707.2,1,4.14
City_03063,City_03418,1344.7,3,1.86
City_08348,City_00870,1970.3,5,2.7
City_08348,City_03875,1054.0,5,1.36
City_08348,City_04393,3061.6,2,3.93
City_08348,City_05770,921.8,6,1.37
City_08348,City_00797,1226.6,4,1.64
City_08348,City_04583,996.0,4,1.31
City_08348,City_04655,2133.5,1,2.8
City_08348,City_05213,1886.3,2,2.62
City_04337,City_04241,625.0,1,0.92
City_04337,City_02779,2625.7,5,3.52
City_04337,City_09403,2418.8,2,3.42
City_04337,City_00553,2197.5,1,3.1
City_04337,City_00698,2648.3,3,3.91
City_04337,City_06298,1859.0,3,2.61
City_04337,City_07655,1877.0,5,2.75
City_04337,City_08430,2811.2,2,3.82
City_04262,City_04118,1087.2,3,1.48
City_04262,City_08291,1159.5,5,1.58
City_04262,City_04335,668.1,6,0.88
City_04262,City_02547,748.5,6,0.99
City_04262,City_01529,1633.1,1,2.28
City_04262,City_04205,261.3,2,0.4
City_04262,City_04791,1322.4,2,1.78
City_04262,City_08444,1046.9,1,1.6
City_01586,City_02032,617.1,1,0.82
City_01586,City_08150,1849.2,2,2.6
City_01586,City_07455,1812.4,4,2.77
City_01586,City_02692,1733.6,3,2.52
City_01586,City_02866,1397.9,6,1.92
City_01586,City_02448,2709.0,5,3.91
City_01586,City_03408,2148.6,6,3.06
City_01586,City_04420,2440.3,1,3.49
City_09630,City_01731,759.2,2,1.15
City_09630,City_08043,1535.5,3,2.25
City_09630,City_03765,1996.6,6,2.6
City_09630,City_06206,1469.0,4,2.02
City_09630,City_06702,1496.7,4,1.95
City_09630,City_01378,1118.1,4,1.68
City_09630,City_00698,1637.4,3,2.3
City_09630,City_05213,1265.3,3,1.86
City_02789,City_04462,911.3,4,1.3
City_02789,City_05516,1850.4,2,2.66
City_02789,City_05957,1561.4,2,2.08
City_02789,City_06778,1069.2,5,1.56
City_02789,City_08183,224.3,3,0.34
City_02789,City_04152,1509.4,6,2.02
City_02789,City_07399,808.8,5,1.16
City_02789,City_00074,2790.9,2,3.89
City_01741,City_02701,2678.9,6,3.98
City_01741,City_08391,1655.5,2,2.29
City_01741,City_01356,2410.0,2,3.64
City_01741,City_01827,1006.9,1,1.47
City_01741,City_01557,833.0,1,1.27
City_01741,City_07619,917.8,6,1.32
City_01741,City_03829,971.1,5,1.45
City_01741,City_01646,1834.6,5,2.41
City_00797,City_01859,1214.7,6,1.65
City_00797,City_02243,854.3,6,1.11
City_00797,City_01200,1757.3,6,2.41
City_00797,City_06018,1444.8,4,2.06
City_00797,City_07321,551.8,6,0.81
City_00797,City_09088,1223.7,1,1.66
City_00797,City_08084,2394.5,3,3.33
City_01464,City_01650,744.7,2,1.05
City_01464,City_02202,753.6,2,1.14
City_01464,City_09519,1332.9,3,2.03
City_01464,City_05870,1500.5,2,2.06
City_01464,City_04542,667.5,4,0.9
City_01464,City_07500,1397.5,6,2.14
City_01464,City_06701,806.2,1,1.15
City_01464,City_04914,1098.5,2,1.66
City_08470,City_09607,1361.2,4,1.99
City_08470,City_04058,368.4,4,0.49
City_08470,City_08225,287.8,3,0.4
City_08470,City_04373,2439.2,6,3.63
City_08470,City_03921,2356.1,4,3.45
City_08470,City_00376,2154.1,3,2.93
City_08470,City_00797,1266.3,3,1.81
City_02771,City_03210,593.1,2,0.91
City_02771,City_00410,512.9,6,0.7
City_02771,City_00384,2344.6,2,3.23
City_02771,City_06694,1529.4,5,2.23
City_02771,City_06088,2411.0,3,3.11
City_02771,City_01734,2921.0,2,3.99
City_02771,City_01237,2456.7,5,3.18
City_02771,City_01930,2694.4,5,3.93
City_05945,City_03320,2073.6,6,2.82
City_05945,City_00606,1007.2,3,1.35
City_05945,City_05905,742.6,4,0.97
City_05945,City_06403,2210.4,6,2.99
City_05945,City_08364,673.0,6,1.03
City_05945,City_00072,1350.2,4,2.05
City_05945,City_03976,2116.3,4,3.11
City_05945,City_06375,407.4,1,0.55
City_05058,City_03234,694.3,1,1.0
City_05058,City_00698,2608.5,6,3.99
City_05058,City_09640,1949.9,1,2.88
City_05058,City_08353,2731.0,5,3.76
City_05058,City_03418,1948.6,6,2.74
City_05058,City_08225,1640.1,3,2.25
City_05058,City_01626,1015.2,3,1.46
City_05058,City_04658,1393.1,4,2.08
City_05358,City_03304,2024.5,6,2.77
City_05358,City_08184,2018.1,6,2.92
City_05358,City_00295,1143.9,1,1.62
City_05358,City_02474,2357.3,1,3.1
City_05358,City_02462,669.2,6,0.95
City_05358,City_03851,1646.8,4,2.48
City_05358,City_08043,612.7,5,0.81
City_05358,City_09947,1086.3,2,1.47
City_03855,City_05103,1088.8,6,1.48
City_03855,City_04115,1521.0,2,2.2
City_03855,City_08288,1612.5,4,2.12
City_03855,City_03484,726.7,6,1.1
City_03855,City_08518,986.3,1,1.33
City_03855,City_05302,1609.6,6,2.08
City_03855,City_09285,1078.3,3,1.53
City_03855,City_05594,699.3,6,1.07
City_04797,City_07702,297.8,4,0.4
City_04797,City_02205,2532.1,6,3.5
City_04797,City_05455,2670.6,2,3.96
City_04797,City_09396,2290.0,5,2.94
City_04797,City_05659,2510.5,1,3.42
City_04797,City_06128,343.7,5,0.44
City_04797,City_00031,2009.2,2,2.84
City_04797,City_02748,1859.2,5,2.39
City_03278,City_05594,1105.9,5,1.66
City_03278,City_06082,941.7,4,1.34
City_03278,City_01905,1091.5,2,1.43
City_03278,City_07695,2208.3,6,3.33
City_03278,City_00132,1404.6,1,1.96
City_03278,City_07196,1385.7,6,2.1
City_03278,City_01944,596.0,6,0.87
City_07167,City_00618,364.0,3,0.56
City_07167,City_05188,1861.8,5,2.46
City_07167,City_02403,1150.5,1,1.64
City_07167,City_08029,306.5,5,0.4
City_07167,City_01676,1993.5,3,2.77
City_07167,City_08836,761.3,4,1.02
City_07167,City_05346,864.1,6,1.31
City_04100,City_05041,2940.8,5,4.28
City_04100,City_04062,580.4,2,0.84
City_04100,City_05700,2382.7,2,3.36
City_04100,City_03829,1862.0,4,2.81
City_04100,City_06873,2203.7,2,3.17
City_04100,City_06498,1883.2,4,2.55
City_04100,City_04431,2106.5,2,3.1
City_04100,City_08033,2059.2,4,3.09
City_05266,City_01328,1093.3,6,1.61
City_05266,City_03490,1205.7,1,1.81
City_05266,City_09754,1582.3,3,2.24
City_05266,City_09266,931.4,4,1.33
City_05266,City_02205,1449.9,6,2.11
City_05266,City_01216,833.8,4,1.09
City_05266,City_08547,883.1,5,1.15
City_05266,City_07321,939.8,4,1.41
City_02005,City_03320,1884.5,2,2.42
City_02005,City_01475,2410.0,4,3.19
City_02005,City_09475,2872.7,6,3.86
City_02005,City_07156,2540.4,6,3.86
City_02005,City_02074,1004.9,3,1.48
City_02005,City_05778,1495.7,6,2.07
City_02005,City_08516,1106.6,6,1.7
City_02005,City_09414,2133.1,2,2.87
City_05794,City_05062,2414.9,1,3.7
City_05794,City_01421,2085.6,5,2.69
City_05794,City_00512,1400.3,5,1.92
City_05794,City_05297,2668.0,5,3.8
City_05794,City_00810,2295.6,1,2.99
City_05794,City_03995,1933.3,4,2.8
City_05794,City_03344,863.9,2,1.16
City_04515,City_01000,1448.3,2,2.01
City_04515,City_04486,2343.6,1,3.05
City_04515,City_05942,1849.4,6,2.44
City_04515,City_02525,1406.8,1,1.96
City_04515,City_05295,1119.9,4,1.48
City_04515,City_03855,1367.6,6,1.85
City_04515,City_01827,2531.0,5,3.54
City_08060,City_03641,1443.1,6,1.96
City_08060,City_02462,584.8,1,0.88
City_08060,City_09452,813.1,4,1.22
City_08060,City_05575,1156.1,6,1.61
City_08060,City_04062,1537.0,1,2.06
City_08060,City_07812,1366.1,1,1.76
City_08060,City_01551,334.2,3,0.43
City_06764,City_01809,1123.8,5,1.53
City_06764,City_07961,822.4,4,1.14
City_06764,City_03675,1071.0,5,1.49
City_06764,City_08072,1392.3,2,2.05
City_06764,City_09358,2302.1,4,3.39
City_06764,City_06994,581.2,2,0.89
City_06764,City_00026,2362.1,2,3.39
City_01416,City_02716,2603.3,3,3.83
City_01416,City_03382,749.0,4,1.08
City_01416,City_02969,1461.8,6,1.9
City_01416,City_03921,493.3,1,0.73
City_01416,City_05779,2391.0,4,3.12
City_01416,City_02882,1766.6,4,2.33
City_01416,City_02446,416.8,3,0.56
City_01416,City_00552,994.6,4,1.52
City_01941,City_09324,719.4,3,1.09
City_01941,City_04434,1236.2,5,1.62
City_01941,City_04707,2322.2,1,3.17
City_01941,City_01848,1643.7,2,2.18
City_01941,City_00074,1376.6,4,1.9
City_01941,City_09569,769.8,3,1.16
City_01941,City_09094,1646.8,5,2.18
City_01941,City_00132,2612.6,3,3.74
City_05575,City_03893,992.4,2,1.38
City_05575,City_05506,1283.3,2,1.7
City_05575,City_05868,1513.0,6,2.0
City_05575,City_05492,1269.6,4,1.83
City_05575,City_00469,1570.6,6,2.39
City_05575,City_08334,1249.8,1,1.64
City_05575,City_03932,2410.1,5,3.48
City_07365,City_05905,577.1,6,0.87
City_07365,City_04713,3325.4,3,4.6
City_07365,City_01406,1620.7,5,2.48
City_07365,City_01462,1366.2,6,2.07
City_07365,City_02442,991.0,2,1.36
City_07365,City_04688,1691.8,2,2.46
City_07365,City_02841,2788.6,2,3.88
City_07365,City_04840,3403.2,6,4.78
City_04145,City_06715,1652.4,1,2.43
City_04145,City_00479,1429.7,3,2.08
City_04145,City_06447,1019.1,5,1.53
City_04145,City_02654,603.6,6,0.8
City_04145,City_02305,660.6,2,0.9
City_04145,City_05216,771.7,4,1.08
City_04145,City_08002,1492.4,2,2.14
City_04145,City_08261,1260.6,3,1.63
City_09177,City_06027,1462.8,3,2.12
City_09177,City_09973,1553.4,3,2.31
City_09177,City_01027,1880.7,4,2.53
City_09177,City_00315,1196.7,1,1.57
City_09177,City_00992,698.1,6,0.95
City_09177,City_02779,1390.2,2,1.86
City_09177,City_07805,1003.3,5,1.36
City_09177,City_07036,1832.8,4,2.45
City_06686,City_07455,2534.3,4,3.89
City_06686,City_02328,1361.4,1,1.97
City_06686,City_01650,2303.8,3,3.32
City_06686,City_04908,2238.1,5,3.28
City_06686,City_07689,2910.5,1,4.38
City_06686,City_07951,541.4,5,0.71
City_06686,City_07461,2356.1,6,3.13
City_06686,City_04863,2697.0,4,3.92
City_03978,City_04655,1964.3,4,2.89
City_03978,City_03740,2128.5,2,3.23
City_03978,City_03191,3125.7,2,4.34
City_03978,City_05804,1158.6,6,1.53
City_03978,City_05362,613.1,6,0.79
City_03978,City_04606,2597.3,1,3.5
City_03978,City_01499,390.9,1,0.53
City_03978,City_00840,1401.8,5,2.09
City_07500,City_08353,2503.3,3,3.23
City_07500,City_02205,2050.6,2,2.66
City_07500,City_08035,635.0,3,0.86
City_07500,City_03843,2108.1,5,3.23
City_07500,City_03474,1437.1,2,1.96
City_07500,City_09739,1364.3,6,2.07
City_07500,City_00870,903.6,5,1.17
City_07500,City_03988,2637.8,1,4.01
City_03230,City_06026,1555.1,1,2.14
City_03230,City_01456,1354.8,2,1.81
City_03230,City_02474,2563.4,3,3.3
City_03230,City_07461,682.8,1,0.91
City_03230,City_03311,706.8,2,0.93
City_03230,City_04402,1308.2,6,1.99
City_03230,City_09569,2141.9,3,3.02
City_03230,City_07166,1105.0,6,1.64
City_05455,City_07695,807.3,4,1.08
City_05455,City_01176,807.5,1,1.19
City_05455,City_06609,273.3,6,0.35
City_05455,City_09108,1236.4,1,1.64
City_05455,City_05659,1254.0,5,1.8
City_05455,City_01462,1802.9,2,2.37
City_05455,City_02829,2641.7,3,3.58
City_06162,City_02408,1530.9,1,2.02
City_06162,City_00384,963.2,2,1.27
City_06162,City_07689,1077.4,2,1.58
City_06162,City_07655,645.6,3,0.9
City_06162,City_07368,919.8,3,1.32
City_06162,City_06655,1699.2,1,2.27
City_06162,City_05280,1448.3,2,1.91
City_06162,City_03052,1973.5,2,2.65
City_03568,City_09743,1261.2,1,1.83
City_03568,City_03149,1757.7,1,2.32
City_03568,City_05504,2157.8,2,3.05
City_03568,City_00761,2400.3,6,3.52
City_03568,City_08193,2941.3,5,4.17
City_03568,City_07401,1196.3,1,1.59
City_03568,City_02202,1297.0,1,1.88
City_03568,City_02770,1881.6,3,2.83
City_05342,City_07166,2206.3,4,2.87
City_05342,City_05181,2399.4,4,3.5
City_05342,City_03403,2636.2,4,3.39
City_05342,City_00293,1009.7,6,1.47
City_05342,City_06490,1430.8,6,1.84
City_05342,City_06391,2076.0,4,2.79
City_05342,City_03018,916.6,1,1.4
City_04688,City_09830,1907.8,2,2.74
City_04688,City_03780,2606.0,5,3.8
City_04688,City_02178,1602.7,3,2.39
City_04688,City_05504,1899.3,4,2.5
City_04688,City_03085,2871.6,6,3.92
City_04688,City_00038,1371.3,1,2.0
City_04688,City_04036,2793.0,5,4.24
City_04688,City_09070,2259.2,6,2.96
City_07099,City_03269,2962.4,2,4.3
City_07099,City_02827,2262.4,1,3.24
City_07099,City_01529,558.2,6,0.77
City_07099,City_06885,2142.0,5,2.81
City_07099,City_03488,837.8,5,1.27
City_07099,City_07751,2040.3,4,2.82
City_07099,City_02445,1438.0,4,1.94
City_07099,City_06469,2305.3,4,3.15
City_00164,City_04126,2115.0,1,3.21
City_00164,City_00670,2509.7,1,3.54
City_00164,City_03062,2174.9,5,3.12
City_00164,City_01632,2282.7,5,3.39
City_00164,City_07799,1503.8,6,2.27
City_00164,City_02796,1619.3,1,2.36
City_00164,City_01841,1593.7,2,2.2
City_02390,City_08961,3099.1,5,4.39
City_02390,City_08150,1868.6,2,2.55
City_02390,City_04606,931.3,1,1.32
City_02390,City_00553,1828.8,5,2.71
City_02390,City_04581,1622.3,2,2.44
City_02390,City_02403,3060.9,4,4.39
City_02390,City_02032,2528.1,2,3.25
City_04707,City_09098,393.0,2,0.53
City_04707,City_03943,2029.9,3,2.75
City_04707,City_09524,2328.4,4,3.14
City_04707,City_03147,848.6,2,1.1
City_04707,City_08579,1727.2,3,2.41
City_04707,City_06103,1294.6,5,1.85
City_04707,City_00698,2213.1,2,3.01
City_04707,City_06136,823.5,4,1.22
City_05295,City_00459,370.0,3,0.49
City_05295,City_07619,2414.2,4,3.61
City_05295,City_05775,2300.0,2,3.06
City_05295,City_02169,1726.5,6,2.31
City_05295,City_07677,803.9,4,1.12
City_05295,City_00370,1965.8,2,2.86
City_05295,City_06490,2088.0,1,2.88
City_05295,City_03251,621.4,3,0.91
City_03522,City_06887,1757.4,2,2.43
City_03522,City_02337,791.8,3,1.21
City_03522,City_02748,1152.4,2,1.49
City_03522,City_03626,972.8,6,1.42
City_03522,City_06469,995.4,2,1.43
City_03522,City_07037,1760.4,1,2.6
City_03522,City_02841,2223.7,2,3.15
City_03522,City_08531,647.2,4,0.94
City_07287,City_08395,921.9,5,1.21
City_07287,City_06041,2321.7,1,3.32
City_07287,City_09403,337.3,2,0.5
City_07287,City_06967,2525.4,5,3.76
City_07287,City_01486,3007.3,1,4.21
City_07287,City_09569,1033.1,6,1.36
City_07287,City_01827,2245.0,6,3.21
City_07287,City_06403,2123.2,5,3.21
City_02729,City_05352,507.3,6,0.78
City_02729,City_05740,1515.6,4,2.26
City_02729,City_05596,1512.5,2,2.21
City_02729,City_00376,2302.1,2,3.17
City_02729,City_00797,1208.7,5,1.63
City_02729,City_05077,1344.3,4,1.99
City_02729,City_09358,888.3,5,1.17
City_02729,City_04043,1795.3,4,2.53
City_05909,City_07577,2051.3,5,2.69
City_05909,City_09640,863.4,6,1.27
City_05909,City_02184,2049.8,2,2.8
City_05909,City_02537,1375.7,1,2.07
City_05909,City_05970,1236.9,4,1.65
City_05909,City_04062,2027.8,6,2.99
City_05909,City_08444,1376.6,1,1.8
City_05909,City_08446,566.3,6,0.82
City_08280,City_01160,1500.6,1,2.27
City_08280,City_03675,1033.5,1,1.37
City_08280,City_01177,814.7,5,1.12
City_08280,City_07289,749.0,6,1.14
City_08280,City_06284,2838.2,1,4.04
City_08280,City_03191,1739.7,1,2.33
City_08280,City_09932,516.0,4,0.69
City_08280,City_03542,998.2,3,1.44
City_07363,City_09269,1966.9,5,3.0
City_07363,City_05653,1635.3,5,2.3
City_07363,City_04299,2010.0,1,2.63
City_07363,City_09580,1802.4,3,2.41
City_07363,City_05749,662.6,2,0.94
City_07363,City_07866,269.5,1,0.39
City_07363,City_05210,1158.1,3,1.6
City_07363,City_04876,550.3,1,0.75
City_06088,City_03268,3181.0,2,4.14
City_06088,City_04914,2735.3,4,4.16
City_06088,City_01739,1774.2,2,2.67
City_06088,City_01848,1926.0,1,2.59
City_06088,City_00921,2743.4,5,3.78
City_06088,City_03796,2593.5,6,3.65
City_06088,City_08353,1863.4,5,2.68
City_06088,City_08238,2178.4,5,2.83
City_02779,City_05479,1065.6,1,1.44
City_02779,City_08518,636.3,4,0.9
City_02779,City_09131,2510.9,1,3.24
City_02779,City_00991,849.4,4,1.26
City_02779,City_05612,720.8,3,0.93
City_02779,City_07699,800.8,6,1.07
City_02779,City_09323,1670.4,2,2.23
City_02779,City_06947,1071.2,5,1.62
City_03338,City_08471,780.3,2,1.01
City_03338,City_03875,815.6,6,1.08
City_03338,City_01059,1832.2,5,2.68
City_03338,City_08791,1911.2,1,2.88
City_03338,City_08193,1349.4,4,1.8
City_03338,City_05902,892.0,5,1.15
City_03338,City_00057,2273.2,6,3.11
City_03338,City_05528,466.1,4,0.61
City_08183,City_02178,1857.1,6,2.47
City_08183,City_00988,2936.5,3,4.08
City_08183,City_00375,1108.5,4,1.68
City_08183,City_08470,1596.2,4,2.28
City_08183,City_05740,1294.4,4,1.92
City_08183,City_06551,2011.4,4,2.98
City_08183,City_03250,1491.6,3,2.07
City_08183,City_01027,699.5,4,0.93
City_04462,City_00361,295.4,1,0.41
City_04462,City_00552,324.8,6,0.45
City_04462,City_05707,1512.8,1,2.29
City_04462,City_09145,1511.9,2,2.28
City_04462,City_01119,1084.8,5,1.4
City_04462,City_01406,2411.4,5,3.25
City_04462,City_00259,1656.0,6,2.23
City_04462,City_02462,635.6,2,0.84
City_00557,City_00038,498.1,6,0.76
City_00557,City_04462,919.8,3,1.36
City_00557,City_05035,1412.4,3,1.82
City_00557,City_03303,1259.9,3,1.93
City_00557,City_09324,848.9,5,1.13
City_00557,City_02866,776.6,1,1.14
City_00557,City_07789,1562.6,1,2.15
City_00557,City_06506,1799.9,2,2.41
City_00315,City_01364,2143.4,3,3.26
City_00315,City_06229,859.8,3,1.15
City_00315,City_00591,2737.6,2,3.55
City_00315,City_03230,2663.6,6,3.73
City_00315,City_02347,1911.7,4,2.89
City_00315,City_09922,1632.1,6,2.4
City_00315,City_08664,3343.0,4,4.66
City_00315,City_03780,2972.9,4,3.99
City_01514,City_04205,1086.5,1,1.47
City_01514,City_00765,300.9,5,0.45
City_01514,City_06082,1719.5,5,2.5
City_01514,City_05458,1159.3,1,1.75
City_01514,City_04545,2316.1,6,3.29
City_01514,City_07436,923.2,4,1.32
City_01514,City_06298,2905.2,6,3.77
City_04674,City_07321,305.7,5,0.39
City_04674,City_00677,572.1,6,0.79
City_04674,City_08643,1650.8,1,2.28
City_04674,City_05266,648.3,5,0.85
City_04674,City_04305,939.5,6,1.42
City_04674,City_08430,2455.8,5,3.3
City_04674,City_08691,1368.7,3,2.1
City_04674,City_04456,1143.8,1,1.47
City_05346,City_06238,1804.0,5,2.69
City_05346,City_09969,1140.5,2,1.47
City_05346,City_02951,1842.4,4,2.74
City_05346,City_00553,896.9,4,1.16
City_05346,City_01475,476.3,2,0.63
City_05346,City_07845,1608.7,3,2.31
City_05346,City_00619,2627.8,6,3.86
City_05346,City_01000,2805.8,1,4.31
City_00909,City_04320,902.8,3,1.26
City_00909,City_05295,429.3,2,0.57
City_00909,City_00031,1565.6,6,2.16
City_00909,City_08688,3037.6,6,3.95
City_00909,City_07273,2210.1,4,3.21
City_00909,City_07349,3439.3,6,5.02
City_00909,City_05342,2682.8,2,3.95
City_00909,City_04513,1416.1,3,1.96
City_07108,City_07273,1134.3,3,1.68
City_07108,City_03421,1720.3,4,2.43
City_07108,City_01641,2133.9,1,2.83
City_07108,City_08289,405.1,5,0.53
City_07108,City_00057,3214.0,6,4.65
City_07108,City_08538,2675.3,3,3.93
City_07108,City_04058,1761.5,2,2.29
City_02193,City_05506,1253.7,1,1.7
City_02193,City_05662,230.3,3,0.33
City_02193,City_02209,1493.1,5,2.01
City_02193,City_06706,1584.9,5,2.4
City_02193,City_06235,768.6,1,1.04
City_02193,City_02164,2516.1,4,3.43
City_02193,City_02626,1590.0,5,2.1
City_08291,City_01196,1342.4,2,1.79
City_08291,City_01528,325.4,5,0.42
City_08291,City_01517,2229.3,3,3.01
City_08291,City_04534,1801.7,6,2.38
City_08291,City_01529,566.8,1,0.85
City_08291,City_08480,2383.5,5,3.3
City_08291,City_03311,1497.2,2,1.95
City_08291,City_09947,2912.8,3,3.98
City_00494,City_00388,2914.6,2,4.37
City_00494,City_02193,2896.7,5,3.81
City_00494,City_02305,1359.9,1,1.8
City_00494,City_02328,1294.5,4,1.88
City_00494,City_04073,589.7,3,0.9
City_00494,City_05492,2373.1,4,3.25
City_00494,City_03943,2552.3,4,3.58
City_00494,City_01176,374.3,3,0.51
City_05458,City_08932,1779.9,4,2.52
City_05458,City_08280,914.7,1,1.21
City_05458,City_07695,2318.3,2,3.53
City_05458,City_06942,2247.5,2,2.95
City_05458,City_08643,868.7,5,1.28
City_05458,City_08871,1066.8,2,1.6
City_05458,City_02969,1480.8,5,2.07
City_05458,City_00376,2267.8,4,3.02
City_03891,City_05594,1225.1,5,1.74
City_03891,City_07743,1821.1,5,2.48
City_03891,City_04073,1377.2,6,2.05
City_03891,City_03747,2557.2,3,3.66
City_03891,City_05666,779.8,5,1.1
City_03891,City_06858,1624.1,5,2.45
City_03891,City_06881,695.3,4,1.04
City_03891,City_02258,1939.1,2,2.74
City_06129,City_09006,749.7,4,1.05
City_06129,City_01160,1057.4,2,1.49
City_06129,City_00984,1289.5,5,1.97
City_06129,City_07492,2518.6,6,3.63
City_06129,City_09051,1949.5,3,2.96
City_06129,City_05297,2212.2,2,2.89
City_06129,City_01841,679.9,1,0.96
City_06129,City_06823,1634.8,6,2.38
City_00245,City_01688,2479.1,4,3.7
City_00245,City_04758,2113.8,5,3.1
City_00245,City_08691,2325.3,4,3.18
City_00245,City_01419,1929.6,4,2.66
City_00245,City_03062,1964.5,1,2.83
City_00245,City_09739,2081.3,4,3.07
City_00245,City_09448,2571.3,3,3.75
City_00245,City_09876,2371.9,1,3.55
City_09947,City_04281,2540.0,3,3.59
City_09947,City_07036,1000.5,4,1.47
City_09947,City_07496,2087.6,3,3.1
City_09947,City_02829,2385.1,3,3.07
City_09947,City_04486,2818.9,4,3.74
City_09947,City_00031,3172.6,6,4.53
City_09947,City_04211,2339.0,6,3.5
City_09947,City_03444,2698.8,4,4.14
City_05029,City_07309,1572.8,5,2.42
City_05029,City_06077,448.8,1,0.63
City_05029,City_07943,1007.9,4,1.37
City_05029,City_08696,796.0,3,1.2
City_05029,City_03052,1394.5,2,2.06
City_05029,City_00564,691.2,4,0.9
City_05029,City_02947,1460.6,3,2.0
City_05029,City_01741,993.2,6,1.42
City_04266,City_03703,2167.4,1,2.82
City_04266,City_01965,1755.8,5,2.6
City_04266,City_02510,1692.5,1,2.26
City_04266,City_03940,1995.6,5,3.05
City_04266,City_01676,1971.8,5,2.79
