from_city,to_city,distance_km,trains_per_day,travel_time_hr
City_05657,City_08760,1693.9,3,35.0
City_05657,City_04863,1136.3,3,18.7
City_05657,City_01066,2346.7,7,36.4
City_05657,City_00107,479.4,5,9.9
City_05657,City_04436,2230.1,6,49.4
City_05657,City_03393,1453.2,7,28.7
City_05657,City_07872,1579.6,8,33.7
City_05657,City_07439,1239.5,8,24.4
City_05657,City_04611,610.9,7,11.7
City_05657,City_03879,1885.8,9,33.7
City_05657,City_00683,1425.4,5,22.5
City_04092,City_08111,1876.5,7,34.9
City_04092,City_06498,129.1,2,2.0
City_04092,City_09470,1492.2,5,28.8
City_04092,City_00251,649.0,2,14.0
City_04092,City_04960,1766.9,1,28.9
City_04092,City_01787,989.2,3,16.2
City_04092,City_07386,1171.6,5,19.8
City_04092,City_07437,2349.2,2,38.1
City_04092,City_09712,411.3,2,8.7
City_04092,City_01290,634.3,7,13.8
City_04092,City_02253,1238.3,7,25.5
City_08018,City_05877,1823.7,2,40.1
City_08018,City_06293,1244.3,7,21.8
City_08018,City_08789,1091.9,3,20.5
City_08018,City_01824,1818.6,3,38.8
City_08018,City_02467,738.5,9,14.6
City_08018,City_04649,1029.9,3,17.3
City_08018,City_07738,2241.4,3,48.8
City_08018,City_00625,1891.8,4,40.8
City_08018,City_06214,2047.3,5,44.2
City_08018,City_03174,2274.7,1,35.9
City_05873,City_07695,618.4,3,12.2
City_05873,City_03206,1594.3,4,32.8
City_05873,City_03974,2444.8,6,40.8
City_05873,City_08299,640.0,5,14.2
City_05873,City_04239,1489.9,6,24.4
City_05873,City_04904,2054.1,9,34.8
City_05873,City_03814,1242.9,5,25.9
City_05873,City_02292,2378.3,10,38.9
City_05873,City_09557,505.0,2,8.5
City_05873,City_01541,925.9,8,19.1
City_05873,City_05824,2265.4,5,37.2
City_01830,City_06549,1826.1,8,28.9
City_01830,City_01535,671.6,3,11.0
City_01830,City_09879,384.9,4,8.3
City_01830,City_03753,2054.5,9,36.4
City_01830,City_05380,675.8,1,12.6
City_01830,City_07222,428.7,1,8.4
City_01830,City_01539,1955.1,7,40.9
City_01830,City_08576,1910.2,4,35.5
City_01830,City_07226,2162.7,5,36.3
City_01830,City_04338,613.6,8,13.2
City_01830,City_09916,1532.8,10,32.9
City_01830,City_04070,2096.7,7,35.8
City_01416,City_07695,1458.3,4,28.8
City_01416,City_06144,2217.6,3,35.7
City_01416,City_00461,1509.5,2,30.1
City_01416,City_09377,2169.0,2,46.2
City_01416,City_02770,597.3,1,11.0
City_01416,City_05817,2089.2,9,34.6
City_01416,City_06427,1379.2,4,21.4
City_01416,City_04153,1239.1,7,20.2
City_01416,City_03354,2059.9,10,43.2
City_01416,City_07665,1887.7,10,41.8
City_01416,City_09823,2425.7,1,49.7
City_01416,City_02217,211.5,4,3.4
City_00594,City_03238,1094.8,5,22.6
City_00594,City_01823,1819.4,2,29.3
City_00594,City_00107,1690.5,4,28.4
City_00594,City_06721,769.8,3,15.1
City_00594,City_02176,1491.1,1,28.0
City_00594,City_03381,2136.2,5,36.6
City_00594,City_00588,924.2,10,19.4
City_00594,City_06781,1900.0,3,37.0
City_00594,City_08313,1793.3,8,29.4
City_00594,City_00561,772.4,2,14.5
City_00594,City_07494,1497.4,5,32.6
City_07431,City_08721,729.2,1,14.4
City_07431,City_03146,1405.1,9,22.3
City_07431,City_09561,1942.1,10,37.2
City_07431,City_05996,1492.9,3,29.7
City_07431,City_02543,466.7,5,9.4
City_07431,City_09318,1886.5,5,31.1
City_07431,City_04863,236.8,6,4.4
City_07431,City_01555,1502.8,7,23.7
City_07431,City_04592,1034.5,4,18.1
City_07431,City_09207,1110.9,2,18.1
City_07431,City_07404,1981.4,1,32.1
City_01569,City_09827,2298.3,3,38.5
City_01569,City_02045,835.7,1,15.9
City_01569,City_03853,2101.5,4,40.4
City_01569,City_06448,1091.9,8,20.9
City_01569,City_00910,966.2,10,16.9
City_01569,City_03277,1609.2,8,28.0
City_01569,City_00625,463.2,10,8.5
City_01569,City_00729,177.8,7,3.3
City_01569,City_01214,1715.2,7,33.9
City_01569,City_06890,1731.0,7,31.5
City_01569,City_06633,894.4,7,14.0
City_08675,City_05389,1042.8,5,16.2
City_08675,City_03853,1663.9,2,33.7
City_08675,City_04230,2168.3,9,46.1
City_08675,City_09140,1416.5,10,23.5
City_08675,City_04033,1098.7,5,17.4
City_08675,City_01361,1802.9,4,37.3
City_08675,City_09500,1732.4,3,35.9
City_08675,City_03209,1221.1,7,18.8
City_08675,City_00291,887.1,5,14.8
City_08675,City_03733,972.2,4,16.5
City_08675,City_04651,1280.4,5,21.5
City_08675,City_05981,419.8,5,7.1
City_08621,City_06230,2443.6,3,51.6
City_08621,City_03257,1514.2,7,32.3
City_08621,City_03704,1640.7,1,32.4
City_08621,City_00157,1126.6,9,23.1
City_08621,City_01274,2439.1,10,53.2
City_08621,City_02789,1089.8,1,21.1
City_08621,City_07496,1289.9,9,27.4
City_08621,City_01747,2454.5,10,38.3
City_08621,City_05868,2125.2,4,39.8
City_08621,City_00960,1718.8,2,28.5
City_06017,City_03403,2301.7,7,40.6
City_06017,City_00413,1418.1,6,24.9
City_06017,City_03074,1054.0,2,18.9
City_06017,City_09573,865.7,4,15.8
City_06017,City_04481,1509.9,6,30.8
City_06017,City_06624,348.8,8,6.2
City_06017,City_04889,1632.8,1,35.7
City_06017,City_01964,591.7,8,9.1
City_06017,City_05798,1508.6,4,25.0
City_06017,City_08412,991.4,2,21.9
City_06017,City_02270,1034.4,1,18.8
City_00894,City_06392,1394.8,1,21.7
City_00894,City_00739,1622.7,10,31.4
City_00894,City_08869,948.1,4,14.6
City_00894,City_04560,518.6,5,8.2
City_00894,City_08040,944.7,6,20.0
City_00894,City_07532,1045.2,7,16.2
City_00894,City_08636,936.7,1,19.7
City_00894,City_06466,1003.3,10,16.0
City_00894,City_00470,879.8,3,13.7
City_00894,City_00802,1098.6,3,18.7
City_00894,City_03986,1608.9,1,27.6
City_00894,City_06125,1230.2,9,23.8
City_07404,City_05370,2061.0,6,45.7
City_07404,City_03432,2308.1,4,35.6
City_07404,City_08223,2301.2,2,48.0
City_07404,City_09047,983.6,2,18.8
City_07404,City_08886,2306.9,10,44.2
City_07404,City_06535,2447.9,10,39.5
City_07404,City_00750,2306.9,6,40.9
City_07404,City_02278,731.6,3,11.6
City_07404,City_02476,1500.2,2,26.2
City_07404,City_07000,1072.1,8,22.7
City_07404,City_05156,2385.6,7,46.1
City_07404,City_02932,1352.7,4,25.7
City_07774,City_04944,1899.3,1,40.1
City_07774,City_06297,2087.2,2,44.2
City_07774,City_05745,813.6,8,13.5
City_07774,City_09116,482.5,4,10.1
City_07774,City_02823,1911.6,1,32.7
City_07774,City_01836,1703.1,3,28.9
City_07774,City_06633,1310.2,4,23.5
City_07774,City_07910,1609.5,7,34.7
City_07774,City_07926,1121.9,5,22.3
City_07774,City_08821,1804.6,10,38.1
City_07774,City_02566,1184.7,10,24.6
City_07774,City_01314,1052.3,2,18.1
City_09687,City_08196,2241.3,6,48.2
City_09687,City_00177,2405.6,9,50.7
City_09687,City_00953,2219.6,2,47.2
City_09687,City_01290,1389.4,5,22.1
City_09687,City_00211,1560.3,7,27.8
City_09687,City_01014,1187.7,3,22.6
City_09687,City_07581,218.8,2,4.0
City_09687,City_09154,1496.6,8,33.0
City_09687,City_00107,1288.5,2,24.5
City_09687,City_00470,1223.2,9,19.8
City_09687,City_01742,2101.2,5,40.4
City_09687,City_06971,1149.2,4,22.0
City_05884,City_03766,531.3,10,9.3
City_05884,City_05688,1275.7,8,25.8
City_05884,City_07719,1308.7,4,22.5
City_05884,City_04643,1593.1,3,33.6
City_05884,City_05289,1007.0,2,15.6
City_05884,City_08675,669.9,3,13.1
City_05884,City_02952,1839.6,5,31.1
City_05884,City_06843,2409.9,7,45.8
City_05884,City_06902,1219.0,7,25.6
City_05884,City_02278,1115.6,10,23.6
City_05884,City_08661,840.9,4,13.3
City_05884,City_05569,1471.0,7,22.8
City_05035,City_03318,1691.9,2,32.7
City_05035,City_03098,1403.6,10,27.8
City_05035,City_06399,259.1,5,5.7
City_05035,City_07775,1330.9,7,29.5
City_05035,City_07789,867.0,5,16.2
City_05035,City_09768,276.4,2,4.7
City_05035,City_09803,1429.2,1,27.6
City_05035,City_07371,489.4,9,9.7
City_05035,City_09076,2035.2,9,40.2
City_05035,City_05423,1738.7,8,33.2
City_05035,City_06565,1328.9,10,27.1
City_05035,City_08576,1957.6,1,43.0
City_02292,City_05697,717.8,5,13.0
City_02292,City_02664,1931.7,4,31.2
City_02292,City_01979,807.6,4,15.4
City_02292,City_03959,843.7,4,13.1
City_02292,City_04056,533.8,4,8.3
City_02292,City_06358,1258.2,10,24.9
City_02292,City_08301,1067.1,8,20.5
City_02292,City_05301,1516.6,9,33.3
City_02292,City_04138,2215.3,1,41.0
City_02292,City_03219,956.6,6,18.1
City_02292,City_06373,623.9,9,13.0
City_04266,City_02566,1756.3,6,35.0
City_04266,City_03720,2340.9,4,42.5
City_04266,City_09136,877.5,9,14.6
City_04266,City_00739,961.5,7,20.6
City_04266,City_02359,2123.0,4,33.8
City_04266,City_02547,1886.6,6,31.3
City_04266,City_05668,2276.2,8,39.8
City_04266,City_04753,1275.6,6,28.3
City_04266,City_03311,867.3,4,18.9
City_04266,City_05354,770.3,10,16.7
City_04266,City_04872,2323.6,3,41.3
City_04266,City_01839,1423.8,9,27.8
City_06624,City_08616,1619.3,4,30.7
City_06624,City_01988,1601.0,7,29.7
City_06624,City_02359,1273.2,2,20.1
City_06624,City_07238,1710.3,4,28.4
City_06624,City_01257,744.1,7,12.4
City_06624,City_08487,1187.9,9,22.4
City_06624,City_06805,1540.2,4,27.6
City_06624,City_02050,579.1,8,11.2
City_06624,City_05641,1972.9,8,43.4
City_06624,City_08752,1502.2,2,30.9
City_06624,City_09694,2485.5,5,50.8
City_08417,City_05725,1911.8,6,33.4
City_08417,City_07681,2084.1,4,33.1
City_08417,City_02285,2081.7,4,36.9
City_08417,City_04261,917.1,3,14.6
City_08417,City_09557,432.7,3,7.8
City_08417,City_05935,649.3,3,10.3
City_08417,City_03156,78.2,9,1.2
City_08417,City_08108,1324.2,2,21.9
City_08417,City_07131,1188.5,7,22.7
City_08417,City_08889,2360.3,10,39.2
City_00739,City_08989,367.3,7,8.1
City_00739,City_02099,388.1,1,8.0
City_00739,City_03906,1814.2,8,35.8
City_00739,City_02292,1711.7,8,31.5
City_00739,City_07529,2112.1,1,40.1
City_00739,City_03146,2125.2,9,45.6
City_00739,City_06141,764.1,4,14.8
City_00739,City_05436,2239.3,9,34.7
City_00739,City_04890,322.8,3,5.6
City_00739,City_07559,1353.6,10,22.2
City_00739,City_00367,1149.7,5,18.5
City_00860,City_05232,865.6,5,13.6
City_00860,City_08426,641.5,4,10.2
City_00860,City_00590,2268.8,1,42.7
City_00860,City_06785,931.3,9,18.2
City_00860,City_01260,1187.5,10,23.8
City_00860,City_09549,234.0,4,4.0
City_00860,City_09513,1227.1,10,23.2
City_00860,City_09044,2369.2,7,40.2
City_00860,City_02648,186.0,7,3.8
City_00860,City_04154,2010.7,3,40.5
City_00860,City_08634,1496.1,2,26.3
City_00860,City_01848,1550.7,10,30.5
City_06089,City_07044,1479.5,9,25.2
City_06089,City_04651,2129.6,8,42.1
City_06089,City_01034,508.5,5,8.3
City_06089,City_08688,684.3,7,11.5
City_06089,City_00971,1653.1,1,26.6
City_06089,City_05478,2224.6,2,38.4
City_06089,City_02732,1716.1,9,32.2
City_06089,City_03692,1390.8,7,26.6
City_06089,City_01104,315.5,3,5.8
City_06089,City_09732,2070.8,10,33.1
City_06089,City_01171,2255.1,9,47.7
City_06089,City_03794,815.4,3,14.3
City_04592,City_02891,1753.4,7,34.4
City_04592,City_03599,1035.1,5,18.7
City_04592,City_04895,1910.2,3,35.2
City_04592,City_09806,1284.3,2,22.8
City_04592,City_07496,1120.6,6,19.6
City_04592,City_04613,1603.1,2,27.9
City_04592,City_05631,1256.6,10,25.0
City_04592,City_02230,1021.8,4,19.3
City_04592,City_07244,1592.1,5,27.2
City_04592,City_01350,362.6,8,7.5
City_04592,City_09106,1223.8,2,25.8
City_04592,City_08870,808.1,9,12.4
City_03165,City_00692,1998.6,5,43.6
City_03165,City_07416,1882.8,2,30.9
City_03165,City_05289,647.6,8,10.7
City_03165,City_04742,1008.1,1,18.0
City_03165,City_03838,2385.0,4,51.0
City_03165,City_05347,835.4,10,13.8
City_03165,City_01371,1109.3,2,20.4
City_03165,City_04838,2230.3,3,42.8
City_03165,City_04721,1109.2,9,23.3
City_03165,City_04753,1979.9,9,39.5
City_03165,City_02293,570.9,5,9.0
City_03165,City_07092,1002.1,3,15.6
City_00752,City_07015,66.5,2,1.2
City_00752,City_07532,2344.7,9,37.9
City_00752,City_05216,1181.7,5,22.6
City_00752,City_06437,1435.6,10,22.5
City_00752,City_02297,1767.3,3,27.8
City_00752,City_08903,1175.8,10,20.9
City_00752,City_07437,439.5,2,9.1
City_00752,City_07188,1773.7,8,28.1
City_00752,City_05793,2235.3,5,36.5
City_00729,City_01268,1508.4,6,23.5
City_00729,City_02909,2156.1,4,40.8
City_00729,City_03135,1469.2,2,23.7
City_00729,City_04848,1769.2,4,29.2
City_00729,City_09924,1015.0,8,22.3
City_00729,City_09117,2402.1,8,52.4
City_00729,City_00839,1717.9,3,35.2
City_00729,City_03016,2497.5,8,41.4
City_00729,City_06007,248.7,3,4.8
City_00729,City_08048,619.7,7,10.2
City_02024,City_00316,1331.2,3,28.2
City_02024,City_08643,1658.1,3,36.7
City_02024,City_00641,1767.9,4,27.4
City_02024,City_06467,428.0,6,7.7
City_02024,City_04042,1581.4,4,24.5
City_02024,City_08692,1225.1,10,21.3
City_02024,City_00041,1655.0,8,25.6
City_02024,City_02867,1645.2,10,28.3
City_02024,City_06770,867.8,2,15.1
City_02024,City_09081,1400.2,7,24.3
City_02024,City_04545,1442.8,5,27.5
City_02024,City_08629,983.6,5,21.6
City_02917,City_07031,679.3,6,12.3
City_02917,City_01321,1739.7,8,35.9
City_02917,City_08802,1405.2,6,24.7
City_02917,City_02144,1033.9,10,16.0
City_02917,City_05072,779.8,10,14.1
City_02917,City_07188,1380.0,9,21.4
City_02917,City_05080,477.8,6,9.9
City_02917,City_00633,1080.6,3,19.0
City_02917,City_04039,602.7,10,11.2
City_02917,City_06637,2489.1,1,51.2
City_02917,City_09076,832.9,10,13.7
City_01939,City_09069,1837.0,5,35.3
City_01939,City_08469,989.1,6,15.6
City_01939,City_07397,1676.3,5,35.1
City_01939,City_04447,2459.9,1,47.8
City_01939,City_03854,1270.3,9,21.3
City_01939,City_00293,2097.7,8,32.9
City_01939,City_01887,1547.4,10,32.8
City_01939,City_01509,811.4,10,14.7
City_01939,City_09211,2001.3,10,37.7
City_07899,City_06838,586.4,4,11.7
City_07899,City_05298,1214.7,6,20.8
City_07899,City_04643,1432.3,4,26.5
City_07899,City_02938,1521.6,7,25.4
City_07899,City_03537,1246.4,3,25.4
City_07899,City_04167,1239.9,1,21.6
City_07899,City_08347,992.0,8,21.2
City_07899,City_08291,1326.3,6,20.6
City_07899,City_04761,506.7,6,8.1
City_07899,City_03473,1715.9,8,28.2
City_07899,City_04070,1692.6,4,35.5
City_07899,City_06811,1866.8,6,32.2
City_08030,City_06455,2221.1,2,42.0
City_08030,City_08989,2210.9,7,46.5
City_08030,City_03432,2349.2,6,39.9
City_08030,City_03585,2066.7,8,41.0
City_08030,City_01254,1820.9,9,30.5
City_08030,City_04310,1259.3,4,22.9
City_08030,City_04935,1055.0,8,22.9
City_08030,City_09064,2250.1,1,45.7
City_06559,City_00860,1967.5,7,39.5
City_06559,City_03287,431.4,9,8.1
City_06559,City_08856,1053.0,1,22.1
City_06559,City_01026,154.9,9,2.9
City_06559,City_02260,2270.7,2,38.7
City_06559,City_09196,566.8,6,8.9
City_06559,City_06828,2390.6,5,37.9
City_06559,City_04556,679.9,1,13.2
City_06559,City_08710,698.6,2,12.6
City_06559,City_09866,1248.4,9,23.5
City_06559,City_08705,1406.7,9,27.3
City_06559,City_06455,909.7,3,16.5
City_03857,City_00470,1631.9,8,30.9
City_03857,City_08048,441.5,2,8.2
City_03857,City_04683,2348.3,8,46.5
City_03857,City_06455,983.0,7,21.3
City_03857,City_02261,1855.7,4,29.7
City_03857,City_08903,678.8,2,15.1
City_03857,City_03842,42.2,6,0.7
City_03857,City_09012,972.6,9,20.1
City_03857,City_06297,2498.5,9,46.3
City_07004,City_03657,1627.4,4,31.0
City_07004,City_01133,2007.0,8,43.0
City_07004,City_09061,1734.6,10,34.4
City_07004,City_09221,2161.0,10,40.1
City_07004,City_01740,716.1,6,15.8
City_07004,City_08577,1625.2,1,28.5
City_07004,City_07042,1011.9,1,18.9
City_07004,City_01324,2068.4,5,45.0
City_07004,City_01913,1488.2,8,25.6
City_07004,City_05436,1106.9,2,19.1
City_04390,City_01665,2178.1,6,43.9
City_04390,City_03816,1599.9,5,24.9
City_04390,City_05469,611.9,2,13.0
City_04390,City_04999,1594.9,6,27.7
City_04390,City_01782,2496.4,3,40.5
City_04390,City_07028,1065.3,5,18.5
City_04390,City_04480,1893.7,3,29.6
City_04390,City_07820,1149.0,9,18.8
City_02212,City_02564,2262.3,3,49.1
City_02212,City_07854,1828.9,6,32.6
City_02212,City_08020,1448.0,2,29.2
City_02212,City_00515,546.9,1,8.7
City_02212,City_08885,1830.0,4,32.2
City_02212,City_01644,2199.8,4,46.6
City_02212,City_00941,1540.7,7,26.7
City_02212,City_05472,1805.0,6,31.3
City_02212,City_06244,1884.7,2,36.2
City_02212,City_05280,1141.4,3,23.8
City_02212,City_02272,1732.0,4,34.5
City_02212,City_02036,2192.4,1,35.6
City_08580,City_04654,2264.7,9,40.2
City_08580,City_09650,878.4,1,15.0
City_08580,City_08413,2010.3,8,33.1
City_08580,City_03816,1194.9,4,21.8
City_08580,City_06246,1518.7,7,28.8
City_08580,City_04626,1159.3,8,25.6
City_08580,City_01659,814.6,9,13.0
City_08580,City_01554,682.6,7,11.3
City_08580,City_00826,1607.4,7,34.9
City_08580,City_06524,1974.5,6,33.3
City_08580,City_08211,1871.6,1,31.6
City_08580,City_03023,1551.3,5,34.0
City_05574,City_08228,1344.1,2,28.7
City_05574,City_05630,1515.7,4,31.2
City_05574,City_01243,1453.8,5,32.0
City_05574,City_07393,1364.6,2,23.5
City_05574,City_02786,1006.5,5,22.0
City_05574,City_09346,2101.3,10,46.3
City_05574,City_06862,1750.3,4,27.7
City_05574,City_04596,1657.2,10,26.4
City_05574,City_07491,803.2,4,15.6
City_05574,City_03201,414.8,2,7.7
City_05574,City_05907,1860.8,3,29.9
City_05574,City_05779,2462.4,7,52.2
City_01618,City_00463,942.1,6,19.6
City_01618,City_03646,1989.6,5,34.3
City_01618,City_05824,2203.0,2,47.5
City_01618,City_09568,1682.1,5,36.1
City_01618,City_00860,1400.6,9,22.8
City_01618,City_01147,1000.6,2,20.9
City_01618,City_07492,1326.7,9,23.6
City_01618,City_03385,2037.5,7,38.9
City_01618,City_04862,1489.1,4,28.9
City_01618,City_08734,1258.7,3,23.1
City_01618,City_07015,2399.1,9,48.9
City_01618,City_08144,1269.6,10,23.9
City_03472,City_04592,1687.7,9,30.2
City_03472,City_00991,1863.5,7,40.9
City_03472,City_03068,1149.4,7,17.9
City_03472,City_08429,1682.4,10,33.4
City_03472,City_03820,2137.2,7,38.7
City_03472,City_02952,789.0,5,14.7
City_03472,City_09161,2061.7,10,33.2
City_03472,City_08782,2098.8,2,36.6
City_03472,City_06036,1685.0,8,29.9
City_01281,City_03905,1647.4,10,30.7
City_01281,City_03927,485.0,10,10.3
City_01281,City_04150,1890.0,4,33.2
City_01281,City_00739,991.1,5,15.9
City_01281,City_08931,1777.5,10,35.5
City_01281,City_03005,838.2,4,18.6
City_01281,City_03562,2226.2,9,43.5
City_01281,City_08054,1446.4,8,23.3
City_01281,City_06769,1035.1,9,20.6
City_01281,City_01812,612.3,10,10.6
City_01281,City_05842,1790.4,1,30.0
City_01281,City_08223,1301.5,3,21.3
City_04413,City_05072,2059.0,4,44.6
City_04413,City_06102,800.0,8,16.9
City_04413,City_02174,1708.8,5,29.4
City_04413,City_06108,1205.0,6,19.0
City_04413,City_03111,2270.2,1,39.1
City_04413,City_00834,1779.3,3,31.7
City_04413,City_00679,2412.3,1,39.0
City_09866,City_03927,964.0,2,17.5
City_09866,City_08816,1559.1,8,29.3
City_09866,City_02276,848.5,10,13.1
City_09866,City_06176,778.3,1,14.1
City_09866,City_03903,994.5,9,16.8
City_09866,City_03353,1338.5,9,28.5
City_09866,City_03642,1126.7,4,20.7
City_09866,City_06969,1356.0,1,28.7
City_09866,City_01775,1755.5,1,34.6
City_09866,City_01118,1665.7,1,30.2
City_09866,City_07855,1337.0,5,26.5
City_09866,City_03554,1802.3,5,36.0
City_03959,City_01730,1035.3,4,17.1
City_03959,City_00004,927.0,3,17.8
City_03959,City_01335,1063.2,8,22.3
City_03959,City_02767,1999.0,2,35.5
City_03959,City_01300,1407.8,6,30.3
City_03959,City_02478,1032.5,2,22.9
City_03959,City_03720,1104.0,5,21.1
City_03959,City_02938,1960.7,3,37.0
City_03959,City_06603,1079.3,9,18.7
City_03959,City_05710,2037.0,3,43.9
City_03959,City_04737,2035.5,6,39.0
City_03959,City_08942,1004.0,5,16.4
City_08169,City_05986,1775.5,3,30.3
City_08169,City_01618,2288.5,1,36.9
City_08169,City_01171,1064.8,1,19.1
City_08169,City_07825,669.6,9,12.0
City_08169,City_00409,1659.3,9,28.6
City_08169,City_02843,1028.8,8,17.8
City_05791,City_02128,1062.8,5,17.7
City_05791,City_03187,2375.4,2,46.4
City_05791,City_02804,1457.9,8,23.2
City_05791,City_01994,2419.1,3,50.2
City_05791,City_06750,1371.5,9,26.2
City_05791,City_06590,2018.7,7,33.2
City_05791,City_00739,1754.3,4,37.7
City_05791,City_06354,364.0,5,6.5
City_05791,City_04966,1375.7,6,27.1
City_05791,City_08353,1520.6,9,32.7
City_06750,City_00005,1212.7,1,20.4
City_06750,City_01460,1800.4,8,36.7
City_06750,City_07331,1463.9,8,27.5
City_06750,City_07462,1527.5,2,26.9
City_06750,City_04596,1386.4,10,23.3
City_06750,City_03318,791.4,4,14.7
City_06750,City_07537,1205.4,8,22.3
City_06750,City_05370,2027.7,2,43.2
City_06750,City_00802,1383.4,3,22.5
City_06750,City_05785,1468.8,6,25.0
City_06750,City_08951,623.1,4,10.3
City_06750,City_07742,1565.3,6,25.2
City_08210,City_09955,1353.5,10,27.4
City_08210,City_05458,1318.6,6,20.7
City_08210,City_04684,1958.7,6,41.4
City_08210,City_06167,1005.4,6,17.2
City_08210,City_06713,1102.5,5,19.5
City_08210,City_03074,1429.7,1,24.5
City_08210,City_04613,1689.1,8,33.6
City_04337,City_09948,245.8,7,3.9
City_04337,City_05398,958.1,8,20.1
City_04337,City_03814,2201.1,10,40.6
City_04337,City_00462,2273.7,10,37.1
City_04337,City_09984,1732.0,9,31.1
City_04337,City_01279,1912.8,2,40.6
City_04337,City_02542,1327.4,9,27.7
City_04337,City_09827,198.1,1,3.7
City_04337,City_08797,2175.8,1,42.3
City_07235,City_05006,1212.3,10,19.1
City_07235,City_07431,811.4,6,14.6
City_07235,City_06828,2499.4,8,38.5
City_07235,City_04702,2442.2,1,48.8
City_07235,City_09879,1383.8,6,28.0
City_07235,City_08490,2319.6,8,36.7
City_07235,City_09441,1273.4,7,22.4
City_07235,City_04563,1346.9,7,24.7
City_07235,City_03083,859.8,4,18.1
City_07235,City_06732,2351.9,6,37.5
City_07235,City_03681,1506.4,10,28.5
City_07235,City_08228,2123.7,1,33.7
City_06067,City_08421,2079.1,8,34.3
City_06067,City_08223,1787.6,3,31.9
City_06067,City_01361,586.8,8,11.9
City_06067,City_07131,911.1,8,14.7
City_06067,City_05006,713.8,4,12.7
City_06067,City_01147,1556.9,6,28.8
City_06067,City_03452,1538.6,3,32.5
City_06067,City_07092,337.4,7,6.9
City_06067,City_03078,334.9,7,5.7
City_06067,City_06838,2041.2,7,36.8
City_05575,City_05567,2097.3,3,38.4
City_05575,City_01844,911.0,5,18.8
City_05575,City_05010,115.2,10,1.8
City_05575,City_04654,1671.6,5,34.5
City_05575,City_06891,769.5,9,14.9
City_05575,City_03378,1728.0,5,34.0
City_06269,City_02408,484.6,1,8.4
City_06269,City_02346,1721.1,7,26.5
City_06269,City_01311,1602.5,9,28.4
City_06269,City_08930,1583.8,9,24.6
City_06269,City_08426,2313.0,10,38.1
City_06269,City_07555,1971.2,4,30.5
City_06269,City_01812,838.8,2,14.6
City_06269,City_03517,1672.1,4,34.3
City_02462,City_06167,1161.5,1,18.3
City_02462,City_06151,1231.7,5,25.9
City_02462,City_02448,869.0,8,15.2
City_02462,City_03852,361.0,4,7.1
City_02462,City_05859,392.0,9,6.5
City_02462,City_08272,676.1,7,13.5
City_02462,City_03344,262.7,6,4.4
City_02462,City_07000,661.2,5,12.9
City_02462,City_03537,622.1,3,12.4
City_02462,City_05184,1987.0,5,33.8
City_02462,City_01322,909.9,5,14.0
City_02462,City_05495,584.1,2,11.0
City_05578,City_04412,1725.4,4,36.8
City_05578,City_07426,1589.0,7,26.3
City_05578,City_04889,1925.4,5,31.1
City_05578,City_05809,1863.4,8,40.4
City_05578,City_08461,627.9,1,12.7
City_05578,City_06415,951.8,8,16.8
City_05578,City_07675,2097.5,5,32.5
City_06992,City_07065,1113.3,8,22.1
City_06992,City_06617,1345.4,3,28.4
City_06992,City_05724,825.8,1,15.4
City_06992,City_03947,974.3,7,21.4
City_06992,City_04328,1061.8,9,23.3
City_06992,City_07381,725.0,9,12.0
City_06992,City_08421,1022.8,7,18.0
City_06992,City_09224,868.6,1,14.5
City_06992,City_01280,1963.0,9,33.7
City_06992,City_04835,1353.8,2,23.5
City_06992,City_00923,287.7,1,5.2
City_06992,City_02917,1756.7,9,31.9
City_09955,City_08454,1188.1,8,19.4
City_09955,City_04481,1680.2,5,35.0
City_09955,City_00814,2219.3,1,40.7
City_09955,City_01356,1764.0,4,38.9
City_09955,City_02697,1843.2,9,28.9
City_09955,City_01019,1551.9,8,24.9
City_09955,City_05557,1239.6,3,25.8
City_09955,City_04042,1481.9,10,27.7
City_09955,City_07663,1102.9,7,17.3
City_09955,City_03599,1522.9,4,30.1
City_09955,City_09435,1456.6,6,23.2
City_06151,City_05625,1472.0,9,25.0
City_06151,City_08364,1489.1,7,23.1
City_06151,City_01417,2402.8,2,40.2
City_06151,City_05642,1501.6,1,32.7
City_06151,City_00409,1184.4,6,19.5
City_06151,City_01414,703.4,6,11.7
City_06151,City_08789,619.2,10,13.4
City_06151,City_09056,1300.1,5,22.1
City_06151,City_03816,1604.6,6,34.6
City_03690,City_02301,1082.1,8,17.8
City_03690,City_02356,560.2,10,11.6
City_03690,City_00402,2123.6,2,44.4
City_03690,City_05657,2287.5,2,38.5
City_03690,City_08453,2447.0,6,51.2
City_03690,City_08250,2113.7,2,38.7
City_03690,City_05391,2079.0,9,38.9
City_03690,City_03081,492.8,1,8.4
City_03690,City_05304,2362.6,7,42.9
City_03690,City_00316,2238.4,8,46.8
City_06584,City_07528,337.2,1,5.2
City_06584,City_05136,1433.2,7,28.6
City_06584,City_01281,607.9,6,9.5
City_06584,City_05215,978.4,8,21.0
City_06584,City_04870,2124.9,4,44.6
City_06584,City_07321,393.1,6,7.0
City_06584,City_03444,2438.2,10,41.3
City_06584,City_08873,1853.2,4,37.0
City_06584,City_09532,898.8,2,18.1
City_02309,City_00419,769.4,1,15.1
City_02309,City_00290,1286.1,4,20.5
City_02309,City_05013,667.7,3,10.3
City_02309,City_04117,2118.1,7,37.6
City_02309,City_04388,2361.4,6,47.3
City_02309,City_04006,1189.1,10,19.1
